Team 1,Team 2,Bet Type,Bet Info,Odds,Date of Game,Sportsbook Name,Sport
Washington Commanders,Dallas Cowboys,Spread,-10.0,-105,2024-11-24T18:00:00Z,LowVig.ag,NFL
Washington Commanders,Dallas Cowboys,Total,O44.5,-107,2024-11-24T18:00:00Z,LowVig.ag,NFL
Washington Commanders,Dallas Cowboys,Total,U44.5,-107,2024-11-24T18:00:00Z,LowVig.ag,NFL
Dallas Cowboys,Washington Commanders,Spread,10.0,-110,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Washington Commanders,Dallas Cowboys,Spread,-10.0,-110,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Washington Commanders,Dallas Cowboys,Total,O44.5,-110,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Washington Commanders,Dallas Cowboys,Total,U44.5,-110,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Dallas Cowboys,Washington Commanders,Spread,10.0,-110,2024-11-24T18:00:00Z,BetUS,NFL
Washington Commanders,Dallas Cowboys,Spread,-10.0,-110,2024-11-24T18:00:00Z,BetUS,NFL
Washington Commanders,Dallas Cowboys,Total,O44.5,-110,2024-11-24T18:00:00Z,BetUS,NFL
Washington Commanders,Dallas Cowboys,Total,U44.5,-110,2024-11-24T18:00:00Z,BetUS,NFL
Detroit Lions,Indianapolis Colts,MoneyLine,Detroit Lions,-298,2024-11-24T18:00:00Z,DraftKings,NFL
Indianapolis Colts,Detroit Lions,MoneyLine,Indianapolis Colts,240,2024-11-24T18:00:00Z,DraftKings,NFL
Detroit Lions,Indianapolis Colts,Spread,-6.5,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Indianapolis Colts,Detroit Lions,Spread,6.5,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Indianapolis Colts,Detroit Lions,Total,O49.5,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Indianapolis Colts,Detroit Lions,Total,U49.5,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Detroit Lions,Indianapolis Colts,Spread,-6.5,-110,2024-11-24T18:00:00Z,Caesars,NFL
Indianapolis Colts,Detroit Lions,Spread,6.5,-110,2024-11-24T18:00:00Z,Caesars,NFL
Indianapolis Colts,Detroit Lions,Total,O50.5,-110,2024-11-24T18:00:00Z,Caesars,NFL
Indianapolis Colts,Detroit Lions,Total,U50.5,-110,2024-11-24T18:00:00Z,Caesars,NFL
Detroit Lions,Indianapolis Colts,MoneyLine,Detroit Lions,-355,2024-11-24T18:00:00Z,FanDuel,NFL
Indianapolis Colts,Detroit Lions,MoneyLine,Indianapolis Colts,285,2024-11-24T18:00:00Z,FanDuel,NFL
Detroit Lions,Indianapolis Colts,Spread,-7.0,-110,2024-11-24T18:00:00Z,FanDuel,NFL
Indianapolis Colts,Detroit Lions,Spread,7.0,-110,2024-11-24T18:00:00Z,FanDuel,NFL
Indianapolis Colts,Detroit Lions,Total,O49.5,-105,2024-11-24T18:00:00Z,FanDuel,NFL
Indianapolis Colts,Detroit Lions,Total,U49.5,-115,2024-11-24T18:00:00Z,FanDuel,NFL
Detroit Lions,Indianapolis Colts,MoneyLine,Detroit Lions,-319,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Indianapolis Colts,Detroit Lions,MoneyLine,Indianapolis Colts,232,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Detroit Lions,Indianapolis Colts,Spread,-7.0,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Indianapolis Colts,Detroit Lions,Spread,7.0,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Indianapolis Colts,Detroit Lions,Total,O50.0,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Indianapolis Colts,Detroit Lions,Total,U50.0,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Detroit Lions,Indianapolis Colts,Spread,-7.0,-108,2024-11-24T18:00:00Z,LowVig.ag,NFL
Indianapolis Colts,Detroit Lions,Spread,7.0,-102,2024-11-24T18:00:00Z,LowVig.ag,NFL
Indianapolis Colts,Detroit Lions,Total,O50.5,-107,2024-11-24T18:00:00Z,LowVig.ag,NFL
Indianapolis Colts,Detroit Lions,Total,U50.5,-107,2024-11-24T18:00:00Z,LowVig.ag,NFL
Detroit Lions,Indianapolis Colts,Spread,-7.0,-113,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Indianapolis Colts,Detroit Lions,Spread,7.0,-107,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Indianapolis Colts,Detroit Lions,Total,O50.5,-110,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Indianapolis Colts,Detroit Lions,Total,U50.5,-110,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Detroit Lions,Indianapolis Colts,MoneyLine,Detroit Lions,-360,2024-11-24T18:00:00Z,BetRivers,NFL
Indianapolis Colts,Detroit Lions,MoneyLine,Indianapolis Colts,275,2024-11-24T18:00:00Z,BetRivers,NFL
Detroit Lions,Indianapolis Colts,Spread,-7.0,-109,2024-11-24T18:00:00Z,BetRivers,NFL
Indianapolis Colts,Detroit Lions,Spread,7.0,-112,2024-11-24T18:00:00Z,BetRivers,NFL
Indianapolis Colts,Detroit Lions,Total,O49.5,-113,2024-11-24T18:00:00Z,BetRivers,NFL
Indianapolis Colts,Detroit Lions,Total,U49.5,-108,2024-11-24T18:00:00Z,BetRivers,NFL
Detroit Lions,Indianapolis Colts,Spread,-7.0,-115,2024-11-24T18:00:00Z,BetUS,NFL
Indianapolis Colts,Detroit Lions,Spread,7.0,-105,2024-11-24T18:00:00Z,BetUS,NFL
Indianapolis Colts,Detroit Lions,Total,O50.5,-110,2024-11-24T18:00:00Z,BetUS,NFL
Indianapolis Colts,Detroit Lions,Total,U50.5,-110,2024-11-24T18:00:00Z,BetUS,NFL
Houston Texans,Tennessee Titans,MoneyLine,Houston Texans,-360,2024-11-24T18:00:00Z,DraftKings,NFL
Tennessee Titans,Houston Texans,MoneyLine,Tennessee Titans,285,2024-11-24T18:00:00Z,DraftKings,NFL
Houston Texans,Tennessee Titans,Spread,-7.5,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Tennessee Titans,Houston Texans,Spread,7.5,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Houston Texans,Tennessee Titans,Total,O42.5,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Houston Texans,Tennessee Titans,Total,U42.5,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Houston Texans,Tennessee Titans,Spread,-7.5,-110,2024-11-24T18:00:00Z,Caesars,NFL
Tennessee Titans,Houston Texans,Spread,7.5,-110,2024-11-24T18:00:00Z,Caesars,NFL
Houston Texans,Tennessee Titans,Total,O42.5,-110,2024-11-24T18:00:00Z,Caesars,NFL
Houston Texans,Tennessee Titans,Total,U42.5,-110,2024-11-24T18:00:00Z,Caesars,NFL
Houston Texans,Tennessee Titans,MoneyLine,Houston Texans,-450,2024-11-24T18:00:00Z,FanDuel,NFL
Tennessee Titans,Houston Texans,MoneyLine,Tennessee Titans,350,2024-11-24T18:00:00Z,FanDuel,NFL
Houston Texans,Tennessee Titans,Spread,-8.5,-105,2024-11-24T18:00:00Z,FanDuel,NFL
Tennessee Titans,Houston Texans,Spread,8.5,-115,2024-11-24T18:00:00Z,FanDuel,NFL
Houston Texans,Tennessee Titans,Total,O42.5,-110,2024-11-24T18:00:00Z,FanDuel,NFL
Houston Texans,Tennessee Titans,Total,U42.5,-110,2024-11-24T18:00:00Z,FanDuel,NFL
Houston Texans,Tennessee Titans,MoneyLine,Houston Texans,-429,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Tennessee Titans,Houston Texans,MoneyLine,Tennessee Titans,300,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Houston Texans,Tennessee Titans,Spread,-7.5,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Tennessee Titans,Houston Texans,Spread,7.5,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Houston Texans,Tennessee Titans,Total,O42.5,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Houston Texans,Tennessee Titans,Total,U42.5,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Houston Texans,Tennessee Titans,MoneyLine,Houston Texans,-455,2024-11-24T18:00:00Z,BetRivers,NFL
Tennessee Titans,Houston Texans,MoneyLine,Tennessee Titans,340,2024-11-24T18:00:00Z,BetRivers,NFL
Houston Texans,Tennessee Titans,Spread,-8.5,-109,2024-11-24T18:00:00Z,BetRivers,NFL
Tennessee Titans,Houston Texans,Spread,8.5,-112,2024-11-24T18:00:00Z,BetRivers,NFL
Houston Texans,Tennessee Titans,Total,O42.5,-112,2024-11-24T18:00:00Z,BetRivers,NFL
Houston Texans,Tennessee Titans,Total,U42.5,-109,2024-11-24T18:00:00Z,BetRivers,NFL
Miami Dolphins,New England Patriots,MoneyLine,Miami Dolphins,-355,2024-11-24T18:00:00Z,DraftKings,NFL
New England Patriots,Miami Dolphins,MoneyLine,New England Patriots,280,2024-11-24T18:00:00Z,DraftKings,NFL
Miami Dolphins,New England Patriots,Spread,-7.0,-110,2024-11-24T18:00:00Z,DraftKings,NFL
New England Patriots,Miami Dolphins,Spread,7.0,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Miami Dolphins,New England Patriots,Total,O43.5,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Miami Dolphins,New England Patriots,Total,U43.5,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Miami Dolphins,New England Patriots,Spread,-7.0,-110,2024-11-24T18:00:00Z,Caesars,NFL
New England Patriots,Miami Dolphins,Spread,7.0,-110,2024-11-24T18:00:00Z,Caesars,NFL
Miami Dolphins,New England Patriots,Total,O43.5,-110,2024-11-24T18:00:00Z,Caesars,NFL
Miami Dolphins,New England Patriots,Total,U43.5,-110,2024-11-24T18:00:00Z,Caesars,NFL
Miami Dolphins,New England Patriots,MoneyLine,Miami Dolphins,-335,2024-11-24T18:00:00Z,FanDuel,NFL
New England Patriots,Miami Dolphins,MoneyLine,New England Patriots,270,2024-11-24T18:00:00Z,FanDuel,NFL
Miami Dolphins,New England Patriots,Spread,-7.0,-105,2024-11-24T18:00:00Z,FanDuel,NFL
New England Patriots,Miami Dolphins,Spread,7.0,-115,2024-11-24T18:00:00Z,FanDuel,NFL
Miami Dolphins,New England Patriots,Total,O44.5,-105,2024-11-24T18:00:00Z,FanDuel,NFL
Miami Dolphins,New England Patriots,Total,U44.5,-115,2024-11-24T18:00:00Z,FanDuel,NFL
Miami Dolphins,New England Patriots,MoneyLine,Miami Dolphins,-340,2024-11-24T18:00:00Z,MyBookie.ag,NFL
New England Patriots,Miami Dolphins,MoneyLine,New England Patriots,248,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Miami Dolphins,New England Patriots,Spread,-7.0,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
New England Patriots,Miami Dolphins,Spread,7.0,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Miami Dolphins,New England Patriots,Total,O43.5,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Miami Dolphins,New England Patriots,Total,U43.5,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Miami Dolphins,New England Patriots,Spread,-7.0,-110,2024-11-24T18:00:00Z,LowVig.ag,NFL
New England Patriots,Miami Dolphins,Spread,7.0,100,2024-11-24T18:00:00Z,LowVig.ag,NFL
Miami Dolphins,New England Patriots,Total,O43.5,-107,2024-11-24T18:00:00Z,LowVig.ag,NFL
Miami Dolphins,New England Patriots,Total,U43.5,-107,2024-11-24T18:00:00Z,LowVig.ag,NFL
Miami Dolphins,New England Patriots,Spread,-7.0,-115,2024-11-24T18:00:00Z,BetOnline.ag,NFL
New England Patriots,Miami Dolphins,Spread,7.0,-105,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Miami Dolphins,New England Patriots,Total,O43.5,-110,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Miami Dolphins,New England Patriots,Total,U43.5,-110,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Miami Dolphins,New England Patriots,MoneyLine,Miami Dolphins,-345,2024-11-24T18:00:00Z,BetRivers,NFL
New England Patriots,Miami Dolphins,MoneyLine,New England Patriots,255,2024-11-24T18:00:00Z,BetRivers,NFL
Miami Dolphins,New England Patriots,Spread,-6.5,-115,2024-11-24T18:00:00Z,BetRivers,NFL
New England Patriots,Miami Dolphins,Spread,6.5,-105,2024-11-24T18:00:00Z,BetRivers,NFL
Miami Dolphins,New England Patriots,Total,O44.0,-110,2024-11-24T18:00:00Z,BetRivers,NFL
Miami Dolphins,New England Patriots,Total,U44.0,-110,2024-11-24T18:00:00Z,BetRivers,NFL
Miami Dolphins,New England Patriots,Spread,-7.0,-115,2024-11-24T18:00:00Z,BetUS,NFL
New England Patriots,Miami Dolphins,Spread,7.0,-105,2024-11-24T18:00:00Z,BetUS,NFL
Miami Dolphins,New England Patriots,Total,O43.5,-110,2024-11-24T18:00:00Z,BetUS,NFL
Miami Dolphins,New England Patriots,Total,U43.5,-110,2024-11-24T18:00:00Z,BetUS,NFL
New York Giants,Tampa Bay Buccaneers,MoneyLine,New York Giants,130,2024-11-24T18:00:00Z,DraftKings,NFL
Tampa Bay Buccaneers,New York Giants,MoneyLine,Tampa Bay Buccaneers,-155,2024-11-24T18:00:00Z,DraftKings,NFL
New York Giants,Tampa Bay Buccaneers,Spread,3.0,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Tampa Bay Buccaneers,New York Giants,Spread,-3.0,-110,2024-11-24T18:00:00Z,DraftKings,NFL
New York Giants,Tampa Bay Buccaneers,Total,O43.0,-110,2024-11-24T18:00:00Z,DraftKings,NFL
New York Giants,Tampa Bay Buccaneers,Total,U43.0,-110,2024-11-24T18:00:00Z,DraftKings,NFL
New York Giants,Tampa Bay Buccaneers,Spread,3.0,-110,2024-11-24T18:00:00Z,Caesars,NFL
Tampa Bay Buccaneers,New York Giants,Spread,-3.0,-110,2024-11-24T18:00:00Z,Caesars,NFL
New York Giants,Tampa Bay Buccaneers,Total,O43.5,-110,2024-11-24T18:00:00Z,Caesars,NFL
New York Giants,Tampa Bay Buccaneers,Total,U43.5,-110,2024-11-24T18:00:00Z,Caesars,NFL
New York Giants,Tampa Bay Buccaneers,MoneyLine,New York Giants,148,2024-11-24T18:00:00Z,FanDuel,NFL
Tampa Bay Buccaneers,New York Giants,MoneyLine,Tampa Bay Buccaneers,-176,2024-11-24T18:00:00Z,FanDuel,NFL
New York Giants,Tampa Bay Buccaneers,Spread,3.5,-118,2024-11-24T18:00:00Z,FanDuel,NFL
Tampa Bay Buccaneers,New York Giants,Spread,-3.5,-104,2024-11-24T18:00:00Z,FanDuel,NFL
New York Giants,Tampa Bay Buccaneers,Total,O42.5,-110,2024-11-24T18:00:00Z,FanDuel,NFL
New York Giants,Tampa Bay Buccaneers,Total,U42.5,-110,2024-11-24T18:00:00Z,FanDuel,NFL
New York Giants,Tampa Bay Buccaneers,MoneyLine,New York Giants,131,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Tampa Bay Buccaneers,New York Giants,MoneyLine,Tampa Bay Buccaneers,-168,2024-11-24T18:00:00Z,MyBookie.ag,NFL
New York Giants,Tampa Bay Buccaneers,Spread,3.0,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Tampa Bay Buccaneers,New York Giants,Spread,-3.0,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
New York Giants,Tampa Bay Buccaneers,Total,O43.0,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
New York Giants,Tampa Bay Buccaneers,Total,U43.0,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
New York Giants,Tampa Bay Buccaneers,Spread,3.0,105,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Tampa Bay Buccaneers,New York Giants,Spread,-3.0,-125,2024-11-24T18:00:00Z,BetOnline.ag,NFL
New York Giants,Tampa Bay Buccaneers,Total,O43.5,-110,2024-11-24T18:00:00Z,BetOnline.ag,NFL
New York Giants,Tampa Bay Buccaneers,Total,U43.5,-110,2024-11-24T18:00:00Z,BetOnline.ag,NFL
New York Giants,Tampa Bay Buccaneers,Spread,3.0,110,2024-11-24T18:00:00Z,LowVig.ag,NFL
Tampa Bay Buccaneers,New York Giants,Spread,-3.0,-121,2024-11-24T18:00:00Z,LowVig.ag,NFL
New York Giants,Tampa Bay Buccaneers,Total,O43.5,-107,2024-11-24T18:00:00Z,LowVig.ag,NFL
New York Giants,Tampa Bay Buccaneers,Total,U43.5,-107,2024-11-24T18:00:00Z,LowVig.ag,NFL
New York Giants,Tampa Bay Buccaneers,MoneyLine,New York Giants,143,2024-11-24T18:00:00Z,BetRivers,NFL
Tampa Bay Buccaneers,New York Giants,MoneyLine,Tampa Bay Buccaneers,-177,2024-11-24T18:00:00Z,BetRivers,NFL
New York Giants,Tampa Bay Buccaneers,Spread,3.5,-115,2024-11-24T18:00:00Z,BetRivers,NFL
Tampa Bay Buccaneers,New York Giants,Spread,-3.5,-106,2024-11-24T18:00:00Z,BetRivers,NFL
New York Giants,Tampa Bay Buccaneers,Total,O42.5,-109,2024-11-24T18:00:00Z,BetRivers,NFL
New York Giants,Tampa Bay Buccaneers,Total,U42.5,-112,2024-11-24T18:00:00Z,BetRivers,NFL
New York Giants,Tampa Bay Buccaneers,Spread,3.0,105,2024-11-24T18:00:00Z,BetUS,NFL
Tampa Bay Buccaneers,New York Giants,Spread,-3.0,-125,2024-11-24T18:00:00Z,BetUS,NFL
New York Giants,Tampa Bay Buccaneers,Total,O43.5,-110,2024-11-24T18:00:00Z,BetUS,NFL
New York Giants,Tampa Bay Buccaneers,Total,U43.5,-110,2024-11-24T18:00:00Z,BetUS,NFL
Denver Broncos,Las Vegas Raiders,MoneyLine,Denver Broncos,-155,2024-11-24T21:05:00Z,DraftKings,NFL
Las Vegas Raiders,Denver Broncos,MoneyLine,Las Vegas Raiders,130,2024-11-24T21:05:00Z,DraftKings,NFL
Denver Broncos,Las Vegas Raiders,Spread,-3.0,-110,2024-11-24T21:05:00Z,DraftKings,NFL
Las Vegas Raiders,Denver Broncos,Spread,3.0,-110,2024-11-24T21:05:00Z,DraftKings,NFL
Las Vegas Raiders,Denver Broncos,Total,O41.5,-110,2024-11-24T21:05:00Z,DraftKings,NFL
Las Vegas Raiders,Denver Broncos,Total,U41.5,-110,2024-11-24T21:05:00Z,DraftKings,NFL
Denver Broncos,Las Vegas Raiders,Spread,-3.0,-110,2024-11-24T21:05:00Z,Caesars,NFL
Las Vegas Raiders,Denver Broncos,Spread,3.0,-110,2024-11-24T21:05:00Z,Caesars,NFL
Las Vegas Raiders,Denver Broncos,Total,O41.5,-110,2024-11-24T21:05:00Z,Caesars,NFL
Las Vegas Raiders,Denver Broncos,Total,U41.5,-110,2024-11-24T21:05:00Z,Caesars,NFL
Denver Broncos,Las Vegas Raiders,MoneyLine,Denver Broncos,-154,2024-11-24T21:05:00Z,FanDuel,NFL
Las Vegas Raiders,Denver Broncos,MoneyLine,Las Vegas Raiders,130,2024-11-24T21:05:00Z,FanDuel,NFL
Denver Broncos,Las Vegas Raiders,Spread,-3.0,-105,2024-11-24T21:05:00Z,FanDuel,NFL
Las Vegas Raiders,Denver Broncos,Spread,3.0,-115,2024-11-24T21:05:00Z,FanDuel,NFL
Las Vegas Raiders,Denver Broncos,Total,O40.5,-105,2024-11-24T21:05:00Z,FanDuel,NFL
Las Vegas Raiders,Denver Broncos,Total,U40.5,-115,2024-11-24T21:05:00Z,FanDuel,NFL
Denver Broncos,Las Vegas Raiders,MoneyLine,Denver Broncos,-160,2024-11-24T21:05:00Z,MyBookie.ag,NFL
Las Vegas Raiders,Denver Broncos,MoneyLine,Las Vegas Raiders,125,2024-11-24T21:05:00Z,MyBookie.ag,NFL
Denver Broncos,Las Vegas Raiders,Spread,-3.0,-110,2024-11-24T21:05:00Z,MyBookie.ag,NFL
Las Vegas Raiders,Denver Broncos,Spread,3.0,-110,2024-11-24T21:05:00Z,MyBookie.ag,NFL
Las Vegas Raiders,Denver Broncos,Total,O41.5,-110,2024-11-24T21:05:00Z,MyBookie.ag,NFL
Las Vegas Raiders,Denver Broncos,Total,U41.5,-110,2024-11-24T21:05:00Z,MyBookie.ag,NFL
Denver Broncos,Las Vegas Raiders,Spread,-3.0,-105,2024-11-24T21:05:00Z,LowVig.ag,NFL
Las Vegas Raiders,Denver Broncos,Spread,3.0,-105,2024-11-24T21:05:00Z,LowVig.ag,NFL
Las Vegas Raiders,Denver Broncos,Total,O41.5,-107,2024-11-24T21:05:00Z,LowVig.ag,NFL
Las Vegas Raiders,Denver Broncos,Total,U41.5,-107,2024-11-24T21:05:00Z,LowVig.ag,NFL
Denver Broncos,Las Vegas Raiders,Spread,-3.0,-110,2024-11-24T21:05:00Z,BetOnline.ag,NFL
Las Vegas Raiders,Denver Broncos,Spread,3.0,-110,2024-11-24T21:05:00Z,BetOnline.ag,NFL
Las Vegas Raiders,Denver Broncos,Total,O41.5,-110,2024-11-24T21:05:00Z,BetOnline.ag,NFL
Las Vegas Raiders,Denver Broncos,Total,U41.5,-110,2024-11-24T21:05:00Z,BetOnline.ag,NFL
Denver Broncos,Las Vegas Raiders,MoneyLine,Denver Broncos,-155,2024-11-24T21:05:00Z,BetRivers,NFL
Las Vegas Raiders,Denver Broncos,MoneyLine,Las Vegas Raiders,125,2024-11-24T21:05:00Z,BetRivers,NFL
Denver Broncos,Las Vegas Raiders,Spread,-3.0,-105,2024-11-24T21:05:00Z,BetRivers,NFL
Las Vegas Raiders,Denver Broncos,Spread,3.0,-117,2024-11-24T21:05:00Z,BetRivers,NFL
Las Vegas Raiders,Denver Broncos,Total,O40.5,-112,2024-11-24T21:05:00Z,BetRivers,NFL
Las Vegas Raiders,Denver Broncos,Total,U40.5,-108,2024-11-24T21:05:00Z,BetRivers,NFL
Denver Broncos,Las Vegas Raiders,Spread,-3.0,-110,2024-11-24T21:05:00Z,BetUS,NFL
Las Vegas Raiders,Denver Broncos,Spread,3.0,-110,2024-11-24T21:05:00Z,BetUS,NFL
Las Vegas Raiders,Denver Broncos,Total,O41.5,-110,2024-11-24T21:05:00Z,BetUS,NFL
Las Vegas Raiders,Denver Broncos,Total,U41.5,-110,2024-11-24T21:05:00Z,BetUS,NFL
Arizona Cardinals,Seattle Seahawks,MoneyLine,Arizona Cardinals,-105,2024-11-24T21:25:00Z,DraftKings,NFL
Seattle Seahawks,Arizona Cardinals,MoneyLine,Seattle Seahawks,-115,2024-11-24T21:25:00Z,DraftKings,NFL
Arizona Cardinals,Seattle Seahawks,Spread,1.0,-110,2024-11-24T21:25:00Z,DraftKings,NFL
Seattle Seahawks,Arizona Cardinals,Spread,-1.0,-110,2024-11-24T21:25:00Z,DraftKings,NFL
Seattle Seahawks,Arizona Cardinals,Total,O48.5,-110,2024-11-24T21:25:00Z,DraftKings,NFL
Seattle Seahawks,Arizona Cardinals,Total,U48.5,-110,2024-11-24T21:25:00Z,DraftKings,NFL
Arizona Cardinals,Seattle Seahawks,Spread,1.0,-110,2024-11-24T21:25:00Z,Caesars,NFL
Seattle Seahawks,Arizona Cardinals,Spread,-1.0,-110,2024-11-24T21:25:00Z,Caesars,NFL
Seattle Seahawks,Arizona Cardinals,Total,O48.0,-110,2024-11-24T21:25:00Z,Caesars,NFL
Seattle Seahawks,Arizona Cardinals,Total,U48.0,-110,2024-11-24T21:25:00Z,Caesars,NFL
Arizona Cardinals,Seattle Seahawks,Spread,0.0,-110,2024-11-24T21:25:00Z,BetUS,NFL
Seattle Seahawks,Arizona Cardinals,Spread,0.0,-110,2024-11-24T21:25:00Z,BetUS,NFL
Seattle Seahawks,Arizona Cardinals,Total,O48.0,-110,2024-11-24T21:25:00Z,BetUS,NFL
Seattle Seahawks,Arizona Cardinals,Total,U48.0,-110,2024-11-24T21:25:00Z,BetUS,NFL
Arizona Cardinals,Seattle Seahawks,MoneyLine,Arizona Cardinals,-106,2024-11-24T21:25:00Z,FanDuel,NFL
Seattle Seahawks,Arizona Cardinals,MoneyLine,Seattle Seahawks,-110,2024-11-24T21:25:00Z,FanDuel,NFL
Arizona Cardinals,Seattle Seahawks,Spread,1.5,-120,2024-11-24T21:25:00Z,FanDuel,NFL
Seattle Seahawks,Arizona Cardinals,Spread,-1.5,-102,2024-11-24T21:25:00Z,FanDuel,NFL
Seattle Seahawks,Arizona Cardinals,Total,O48.5,-105,2024-11-24T21:25:00Z,FanDuel,NFL
Seattle Seahawks,Arizona Cardinals,Total,U48.5,-115,2024-11-24T21:25:00Z,FanDuel,NFL
Arizona Cardinals,Seattle Seahawks,MoneyLine,Arizona Cardinals,-109,2024-11-24T21:25:00Z,MyBookie.ag,NFL
Seattle Seahawks,Arizona Cardinals,MoneyLine,Seattle Seahawks,-117,2024-11-24T21:25:00Z,MyBookie.ag,NFL
Arizona Cardinals,Seattle Seahawks,Spread,1.0,-110,2024-11-24T21:25:00Z,MyBookie.ag,NFL
Seattle Seahawks,Arizona Cardinals,Spread,-1.0,-110,2024-11-24T21:25:00Z,MyBookie.ag,NFL
Seattle Seahawks,Arizona Cardinals,Total,O48.5,-110,2024-11-24T21:25:00Z,MyBookie.ag,NFL
Seattle Seahawks,Arizona Cardinals,Total,U48.5,-110,2024-11-24T21:25:00Z,MyBookie.ag,NFL
Arizona Cardinals,Seattle Seahawks,Spread,0.0,-105,2024-11-24T21:25:00Z,LowVig.ag,NFL
Seattle Seahawks,Arizona Cardinals,Spread,0.0,-105,2024-11-24T21:25:00Z,LowVig.ag,NFL
Seattle Seahawks,Arizona Cardinals,Total,O48.0,-107,2024-11-24T21:25:00Z,LowVig.ag,NFL
Seattle Seahawks,Arizona Cardinals,Total,U48.0,-107,2024-11-24T21:25:00Z,LowVig.ag,NFL
Arizona Cardinals,Seattle Seahawks,Spread,0.0,-110,2024-11-24T21:25:00Z,BetOnline.ag,NFL
Seattle Seahawks,Arizona Cardinals,Spread,0.0,-110,2024-11-24T21:25:00Z,BetOnline.ag,NFL
Seattle Seahawks,Arizona Cardinals,Total,O48.0,-110,2024-11-24T21:25:00Z,BetOnline.ag,NFL
Seattle Seahawks,Arizona Cardinals,Total,U48.0,-110,2024-11-24T21:25:00Z,BetOnline.ag,NFL
Arizona Cardinals,Seattle Seahawks,MoneyLine,Arizona Cardinals,-110,2024-11-24T21:25:00Z,BetRivers,NFL
Seattle Seahawks,Arizona Cardinals,MoneyLine,Seattle Seahawks,-110,2024-11-24T21:25:00Z,BetRivers,NFL
Arizona Cardinals,Seattle Seahawks,Spread,-1.0,-105,2024-11-24T21:25:00Z,BetRivers,NFL
Seattle Seahawks,Arizona Cardinals,Spread,1.0,-117,2024-11-24T21:25:00Z,BetRivers,NFL
Seattle Seahawks,Arizona Cardinals,Total,O48.5,-108,2024-11-24T21:25:00Z,BetRivers,NFL
Seattle Seahawks,Arizona Cardinals,Total,U48.5,-113,2024-11-24T21:25:00Z,BetRivers,NFL
Green Bay Packers,San Francisco 49ers,MoneyLine,Green Bay Packers,-118,2024-11-24T21:25:00Z,DraftKings,NFL
San Francisco 49ers,Green Bay Packers,MoneyLine,San Francisco 49ers,-102,2024-11-24T21:25:00Z,DraftKings,NFL
Green Bay Packers,San Francisco 49ers,Spread,-1.0,-110,2024-11-24T21:25:00Z,DraftKings,NFL
San Francisco 49ers,Green Bay Packers,Spread,1.0,-110,2024-11-24T21:25:00Z,DraftKings,NFL
Green Bay Packers,San Francisco 49ers,Total,O48.5,-110,2024-11-24T21:25:00Z,DraftKings,NFL
Green Bay Packers,San Francisco 49ers,Total,U48.5,-110,2024-11-24T21:25:00Z,DraftKings,NFL
