Team 1,Team 2,Bet Type,Bet Info,Odds,Date of game,DateTime(when got odds),Sportsbook Name,Sport
NO Pelicans,DEN Nuggets,Total,U225.5,−110,Tomorrow ,2024-11-14 15:44:01.739889,DraftKings,NBA
NO Pelicans,DEN Nuggets,MoneyLine,NO Pelicans,+310,Tomorrow ,2024-11-14 15:44:01.739894,DraftKings,NBA
PHO Suns,OKC Thunder,Spread,+7,−110,Tomorrow ,2024-11-14 15:44:01.740204,DraftKings,NBA
PHO Suns,OKC Thunder,Total,O225.5,−110,Tomorrow ,2024-11-14 15:44:01.740210,DraftKings,NBA
PHO Suns,OKC Thunder,MoneyLine,PHO Suns,+240,Tomorrow ,2024-11-14 15:44:01.740215,DraftKings,NBA
OKC Thunder,PHO Suns,Spread,-7,−110,Tomorrow ,2024-11-14 15:44:01.740526,DraftKings,NBA
OKC Thunder,PHO Suns,Total,U225.5,−110,Tomorrow ,2024-11-14 15:44:01.740531,DraftKings,NBA
OKC Thunder,PHO Suns,MoneyLine,OKC Thunder,−298,Tomorrow ,2024-11-14 15:44:01.740536,DraftKings,NBA
LA Clippers,HOU Rockets,Spread,+4,−110,Tomorrow ,2024-11-14 15:44:01.740850,DraftKings,NBA
LA Clippers,HOU Rockets,Total,O214.5,−110,Tomorrow ,2024-11-14 15:44:01.740856,DraftKings,NBA
LA Clippers,HOU Rockets,MoneyLine,LA Clippers,+150,Tomorrow ,2024-11-14 15:44:01.740861,DraftKings,NBA
HOU Rockets,LA Clippers,Spread,-4,−110,Tomorrow ,2024-11-14 15:44:01.741173,DraftKings,NBA
HOU Rockets,LA Clippers,Total,U214.5,−110,Tomorrow ,2024-11-14 15:44:01.741179,DraftKings,NBA
HOU Rockets,LA Clippers,MoneyLine,HOU Rockets,−180,Tomorrow ,2024-11-14 15:44:01.741184,DraftKings,NBA
MEM Grizzlies,GS Warriors,Spread,+8.5,−110,Tomorrow ,2024-11-14 15:44:01.741494,DraftKings,NBA
MEM Grizzlies,GS Warriors,Total,O230.5,−110,Tomorrow ,2024-11-14 15:44:01.741499,DraftKings,NBA
MEM Grizzlies,GS Warriors,MoneyLine,MEM Grizzlies,+300,Tomorrow ,2024-11-14 15:44:01.741504,DraftKings,NBA
GS Warriors,MEM Grizzlies,Spread,-8.5,−110,Tomorrow ,2024-11-14 15:44:01.741825,DraftKings,NBA
GS Warriors,MEM Grizzlies,Total,U230.5,−110,Tomorrow ,2024-11-14 15:44:01.741831,DraftKings,NBA
GS Warriors,MEM Grizzlies,MoneyLine,GS Warriors,−380,Tomorrow ,2024-11-14 15:44:01.741836,DraftKings,NBA
MIN Timberwolves,SAC Kings,Spread,+1,−110,Tomorrow ,2024-11-14 15:44:01.742202,DraftKings,NBA
MIN Timberwolves,SAC Kings,Total,O225.5,−110,Tomorrow ,2024-11-14 15:44:01.742217,DraftKings,NBA
MIN Timberwolves,SAC Kings,MoneyLine,MIN Timberwolves,−108,Tomorrow ,2024-11-14 15:44:01.742224,DraftKings,NBA
SAC Kings,MIN Timberwolves,Spread,-1,−110,Tomorrow ,2024-11-14 15:44:01.742726,DraftKings,NBA
SAC Kings,MIN Timberwolves,Total,U225.5,−110,Tomorrow ,2024-11-14 15:44:01.742732,DraftKings,NBA
SAC Kings,MIN Timberwolves,MoneyLine,SAC Kings,−112,Tomorrow ,2024-11-14 15:44:01.742738,DraftKings,NBA
SA Spurs,NY Knicks,Spread,+9.5,−110,WED DEC 25TH,2024-11-14 15:44:01.744578,DraftKings,NBA
SA Spurs,NY Knicks,Total,O226.5,−110,WED DEC 25TH,2024-11-14 15:44:01.744584,DraftKings,NBA
SA Spurs,NY Knicks,MoneyLine,SA Spurs,+330,WED DEC 25TH,2024-11-14 15:44:01.744589,DraftKings,NBA
NY Knicks,SA Spurs,Spread,-9.5,−110,WED DEC 25TH,2024-11-14 15:44:01.744901,DraftKings,NBA
NY Knicks,SA Spurs,Total,U226.5,−110,WED DEC 25TH,2024-11-14 15:44:01.744906,DraftKings,NBA
NY Knicks,SA Spurs,MoneyLine,NY Knicks,−425,WED DEC 25TH,2024-11-14 15:44:01.744911,DraftKings,NBA
MIN Timberwolves,DAL Mavericks,Spread,+3,−110,WED DEC 25TH,2024-11-14 15:44:01.745359,DraftKings,NBA
MIN Timberwolves,DAL Mavericks,Total,O228.5,−110,WED DEC 25TH,2024-11-14 15:44:01.745365,DraftKings,NBA
MIN Timberwolves,DAL Mavericks,MoneyLine,MIN Timberwolves,+130,WED DEC 25TH,2024-11-14 15:44:01.745370,DraftKings,NBA
DAL Mavericks,MIN Timberwolves,Spread,-3,−110,WED DEC 25TH,2024-11-14 15:44:01.745691,DraftKings,NBA
DAL Mavericks,MIN Timberwolves,Total,U228.5,−110,WED DEC 25TH,2024-11-14 15:44:01.745697,DraftKings,NBA
DAL Mavericks,MIN Timberwolves,MoneyLine,DAL Mavericks,−155,WED DEC 25TH,2024-11-14 15:44:01.745701,DraftKings,NBA
PHI 76ers,BOS Celtics,Spread,+6.5,−110,WED DEC 25TH,2024-11-14 15:44:01.746013,DraftKings,NBA
PHI 76ers,BOS Celtics,Total,O226,−110,WED DEC 25TH,2024-11-14 15:44:01.746018,DraftKings,NBA
PHI 76ers,BOS Celtics,MoneyLine,PHI 76ers,+205,WED DEC 25TH,2024-11-14 15:44:01.746023,DraftKings,NBA
BOS Celtics,PHI 76ers,Spread,-6.5,−110,WED DEC 25TH,2024-11-14 15:44:01.746338,DraftKings,NBA
BOS Celtics,PHI 76ers,Total,U226,−110,WED DEC 25TH,2024-11-14 15:44:01.746343,DraftKings,NBA
BOS Celtics,PHI 76ers,MoneyLine,BOS Celtics,−250,WED DEC 25TH,2024-11-14 15:44:01.746348,DraftKings,NBA
LA Lakers,GS Warriors,Spread,+4,−110,WED DEC 25TH,2024-11-14 15:44:01.746657,DraftKings,NBA
LA Lakers,GS Warriors,Total,O233.5,−110,WED DEC 25TH,2024-11-14 15:44:01.746662,DraftKings,NBA
LA Lakers,GS Warriors,MoneyLine,LA Lakers,+145,WED DEC 25TH,2024-11-14 15:44:01.746666,DraftKings,NBA
GS Warriors,LA Lakers,Spread,-4,−110,WED DEC 25TH,2024-11-14 15:44:01.746981,DraftKings,NBA
GS Warriors,LA Lakers,Total,U233.5,−110,WED DEC 25TH,2024-11-14 15:44:01.746986,DraftKings,NBA
GS Warriors,LA Lakers,MoneyLine,GS Warriors,−175,WED DEC 25TH,2024-11-14 15:44:01.746991,DraftKings,NBA
DEN Nuggets,PHO Suns,Spread,+2.5,−110,WED DEC 25TH,2024-11-14 15:44:01.747306,DraftKings,NBA
DEN Nuggets,PHO Suns,Total,O227,−110,WED DEC 25TH,2024-11-14 15:44:01.747311,DraftKings,NBA
DEN Nuggets,PHO Suns,MoneyLine,DEN Nuggets,+120,WED DEC 25TH,2024-11-14 15:44:01.747316,DraftKings,NBA
PHO Suns,DEN Nuggets,Spread,-2.5,−110,WED DEC 25TH,2024-11-14 15:44:01.747625,DraftKings,NBA
PHO Suns,DEN Nuggets,Total,U227,−110,WED DEC 25TH,2024-11-14 15:44:01.747630,DraftKings,NBA
PHO Suns,DEN Nuggets,MoneyLine,PHO Suns,−142,WED DEC 25TH,2024-11-14 15:44:01.747634,DraftKings,NBA
