team1,team2,betType,betInfo,odds,dateOfGame,sportsbookName,sport
"Brooklyn Nets","Indiana Pacers","Spread","8.5",-108,"2025-03-20T23:10:00Z","FanDuel","NBA"
"Indiana Pacers","Brooklyn Nets","Spread","-8.5",-112,"2025-03-20T23:10:00Z","FanDuel","NBA"
"Indiana Pacers","Brooklyn Nets","Total","O223",-110,"2025-03-20T23:10:00Z","FanDuel","NBA"
"Indiana Pacers","Brooklyn Nets","Total","U223",-110,"2025-03-20T23:10:00Z","FanDuel","NBA"
"Brooklyn Nets","Indiana Pacers","MoneyLine","Brooklyn Nets",295,"2025-03-20T23:10:00Z","BetOnline.ag","NBA"
"Indiana Pacers","Brooklyn Nets","MoneyLine","Indiana Pacers",-365,"2025-03-20T23:10:00Z","BetOnline.ag","NBA"
"Brooklyn Nets","Indiana Pacers","Spread","8.5",-108,"2025-03-20T23:10:00Z","BetOnline.ag","NBA"
"Indiana Pacers","Brooklyn Nets","Spread","-8.5",-112,"2025-03-20T23:10:00Z","BetOnline.ag","NBA"
"Indiana Pacers","Brooklyn Nets","Total","O222.5",-110,"2025-03-20T23:10:00Z","BetOnline.ag","NBA"
"Indiana Pacers","Brooklyn Nets","Total","U222.5",-110,"2025-03-20T23:10:00Z","BetOnline.ag","NBA"
"Brooklyn Nets","Indiana Pacers","MoneyLine","Brooklyn Nets",295,"2025-03-20T23:10:00Z","LowVig.ag","NBA"
"Indiana Pacers","Brooklyn Nets","MoneyLine","Indiana Pacers",-365,"2025-03-20T23:10:00Z","LowVig.ag","NBA"
"Brooklyn Nets","Indiana Pacers","Spread","8.5",-104,"2025-03-20T23:10:00Z","LowVig.ag","NBA"
"Indiana Pacers","Brooklyn Nets","Spread","-8.5",-108,"2025-03-20T23:10:00Z","LowVig.ag","NBA"
